id,date,open,high,low,close,volume,vol_fiat,sma10,sma20,sma30,sma50,sma100,sma200,sma400,sma500,sma1000,ema10,ema20,ema30,ema50,ema100,ema200,ema400,ema500,ema1000,macd1,macd2,macd3,macd4,Daily_Return,7Day_MA,27Day_MA,Volume_Category
1109,2024-12-11,20.14,20.25,19.87,20.12,7.0735588E7,1733950800000,22.178,23.466,23.26833333333333,23.1058,24.031799999999997,30.24405,33.67065,32.62129,0.0,0,0,0,0,0,0,0,0,0,-0.55798596,0,0,0,-9.930486593842886E-4,21.6575,23.32964285714285,High
1271,2025-05-29,20.54,20.595,20.1,20.25,6.6485207E7,1748548800000,21.125,20.8065,20.424,21.4712,21.2947,23.159000000000002,31.164575,31.391119999999997,37.763349999999996,0,0,0,0,0,0,0,0,0,0.02194437,0,0,0,-0.014118792599805217,20.95625,20.474999999999998,High
743,2023-12-26,48.92,50.515,48.71,50.5,6.0287408E7,1703624400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.21582313,0,0,0,0.032297628781684344,46.87875,44.43,High
1015,2024-09-17,21.71,22.58,21.24,21.47,1.95684663E8,1726603200000,19.793,20.223499999999998,20.197333333333333,25.166999999999998,28.1625,35.96685,34.3499,33.17371,0.0,0,0,0,0,0,0,0,0,0,0.69199502,0,0,0,-0.011054813450023121,19.8,20.154642857142857,High
1107,2024-12-10,20.83,20.86,19.96,20.16,8.7553421E7,1733864400000,22.616,23.7125,23.345666666666666,23.1188,24.1429,30.35735,33.702425,32.63583,0.0,0,0,0,0,0,0,0,0,0,-0.55232693,0,0,0,-0.03216514642342766,22.09875,23.39607142857142,High
1259,2025-05-14,22.35,22.46,21.46,21.52,9.1584827E7,1747252800000,20.787,20.452,21.003,21.801399999999997,21.557399999999998,23.501649999999998,31.3779,31.49086,38.063755,0,0,0,0,0,0,0,0,0,0.35168588,0,0,0,-0.03713646532438487,20.907500000000002,20.77178571428571,High
1219,2025-04-02,21.89,22.38,21.7,21.98,5.8878848E7,1743624000000,23.727,23.042,22.726666666666667,21.7188,22.1814,24.7088,32.2029,31.80012,38.994155,0,0,0,0,0,0,0,0,0,-0.31165506,0,0,0,0.004111466423024205,23.4325,22.968928571428574,High
772,2024-02-07,42.89,43.095,42.55,42.78,3.4248246E7,1707339600000,43.729,45.6865,46.489000000000004,45.5396,41.23479999999999,37.09725,33.8503625,36.37775,0.0,0,0,0,0,0,0,0,0,0,-0.55383326,0,0,0,-0.002564700396362775,43.011250000000004,46.41392857142856,High
760,2024-01-22,48.85,49.17,47.64,48.22,4.5639521E7,1705957200000,47.495999999999995,47.590999999999994,46.334666666666664,44.536,40.23,36.26365,33.7868125,36.614309999999996,0.0,0,0,0,0,0,0,0,0,0,-0.18376672,0,0,0,-0.012896622313203737,47.30749999999999,46.67321428571428,High
898,2024-06-20,30.555,31.11,30.45,30.62,4.225638E7,1718913600000,30.689,30.656,30.750999999999998,32.0726,37.5573,39.1254,34.696262499999996,34.57107,0.0,0,0,0,0,0,0,0,0,0,0.08364429,0,0,0,0.002127311405661963,30.71625,30.780357142857138,High
