id,date,open,high,low,close,volume,vol_fiat,sma10,sma20,sma30,sma50,sma100,sma200,sma400,sma500,sma1000,ema10,ema20,ema30,ema50,ema100,ema200,ema400,ema500,ema1000,macd1,macd2,macd3,macd4,Daily_Return,7Day_MA,27Day_MA,Volume_Category
737,2023-12-15,45.94,47.27,45.67,46.16,8.4583405E7,1702674000000,43.488,43.8195,42.24766666666667,39.623200000000004,37.4807,34.072849999999995,33.5850875,36.756029999999996,0.0,0,0,0,0,0,0,0,0,0,-0.13819382,0,0,0,0.0047888550282977555,43.82625,42.54785714285715,High
988,2024-08-26,20.53,20.56,19.95,20.13,5.6416685E7,1724702400000,20.553,22.3445,25.949,28.1776,30.738200000000003,37.34085,34.63075,33.60555,0.0,0,0,0,0,0,0,0,0,0,0.22375105,0,0,0,-0.019483682415976724,20.781249999999996,25.345357142857143,High
1243,2025-04-28,20.12,21.08,20.05,20.51,9.6624416E7,1745870400000,20.015,20.9235,21.515333333333334,21.6228,21.784899999999997,23.9373,31.694025,31.57694,38.423185,0,0,0,0,0,0,0,0,0,0.03188856,0,0,0,0.0193836978131213,20.06625,21.496785714285714,High
925,2024-07-11,35.031,35.15,33.31,33.5,5.4094568E7,1720728000000,31.962,31.342000000000002,31.063333333333333,31.0202,36.070100000000004,38.7512,34.8230875,34.33853,0.0,0,0,0,0,0,0,0,0,0,0.3947899,0,0,0,-0.04370414775484568,32.31125,31.108928571428574,High
1160,2025-01-31,20.1,20.33,19.38,19.43,1.14500578E8,1738357200000,20.497999999999998,20.207,20.150333333333332,21.6224,21.6563,26.9642,32.939099999999996,32.11712,0.0,0,0,0,0,0,0,0,0,0,0.06016091,0,0,0,-0.033333333333333416,20.4425,20.151071428571424,High
916,2024-07-03,31.12,31.34,30.91,31.23,2.3839615E7,1720036800000,30.826,30.765499999999996,30.762,31.0986,36.4563,38.845549999999996,34.7686625,34.371550000000006,0.0,0,0,0,0,0,0,0,0,0,0.06366909,0,0,0,0.00353470437017993,30.818749999999998,30.679285714285722,High
1089,2024-11-21,24.08,24.77,23.83,24.44,5.4658296E7,1732222800000,24.809,23.710500000000003,23.438,22.5542,24.9579,31.44455,33.905175,32.732189999999996,0.0,0,0,0,0,0,0,0,0,0,-0.01146159,0,0,0,0.014950166112956936,24.604999999999997,23.517500000000005,High
1215,2025-03-28,23.35,23.58,22.56,22.71,5.8365257E7,1743192000000,23.731,23.398,22.551666666666666,21.636999999999997,22.2082,24.78955,32.259375,31.82316,39.065144999999994,0,0,0,0,0,0,0,0,0,-0.18799368,0,0,0,-0.027408993576017154,24.0725,22.753928571428577,High
822,2024-04-10,38.02,38.2211,37.02,37.2,5.110838E7,1712779200000,40.868,41.6535,42.51533333333334,42.8028,44.1066,39.610749999999996,34.4133375,35.93157,0.0,0,0,0,0,0,0,0,0,0,-0.60748058,0,0,0,-0.021567596002104162,40.0925,42.515,High
784,2024-02-26,43.5,43.68,42.82,42.99,2.7035379E7,1708981200000,43.589,43.2895,44.67733333333333,45.57939999999999,42.1416,37.807449999999996,34.0217875,36.22503,0.0,0,0,0,0,0,0,0,0,0,0.16552341,0,0,0,-0.011724137931034438,43.587500000000006,44.504999999999995,High
