id,date,open,high,low,close,volume,vol_fiat,sma10,sma20,sma30,sma50,sma100,sma200,sma400,sma500,sma1000,ema10,ema20,ema30,ema50,ema100,ema200,ema400,ema500,ema1000,macd1,macd2,macd3,macd4,Daily_Return,7Day_MA,27Day_MA,Volume_Category
1254,2025-05-08,21.01,21.24,20.64,21.0,7.1651698E7,1746734400000,20.488,20.073500000000003,21.291333333333334,21.665399999999998,21.6439,23.63155,31.47845,31.51562,38.181895,0,0,0,0,0,0,0,0,0,0.24328622,0,0,0,-4.759638267492414E-4,20.349999999999998,21.033214285714283,High
896,2024-06-18,30.99,31.47,30.5,30.63,3.2714319E7,1718740800000,30.705000000000002,30.73,30.762666666666668,32.2198,37.7466,39.14385,34.6871375,34.59867,0.0,0,0,0,0,0,0,0,0,0,0.09773819,0,0,0,-0.011616650532429799,30.731249999999996,30.758214285714285,High
868,2024-05-29,30.465,30.67,30.105,30.13,3.4398729E7,1717012800000,31.237000000000002,30.836000000000002,31.981333333333332,35.4704,40.1295,39.36495,34.5348125,34.94319,0.0,0,0,0,0,0,0,0,0,0,0.38619518,0,0,0,-0.010996225176432,31.256249999999998,31.696428571428573,High
736,2023-12-14,45.01,47.07,44.65,45.18,7.0620765E7,1702587600000,43.246,43.679,41.96566666666667,39.4178,37.3601,33.9863,33.583487500000004,36.76091,0.0,0,0,0,0,0,0,0,0,0,-0.22861458,0,0,0,0.0037769384581204557,43.29625,42.25464285714286,High
1253,2025-05-07,19.97,20.37,19.82,20.31,6.1134293E7,1746648000000,20.339000000000002,20.1225,21.392999999999997,21.634,21.6659,23.680799999999998,31.512649999999997,31.526419999999998,38.219225,0,0,0,0,0,0,0,0,0,0.17561901,0,0,0,0.017025538307461185,20.411250000000003,21.144642857142856,High
790,2024-03-05,44.56,44.8675,42.69,43.16,5.6655135E7,1709672400000,43.278999999999996,43.379000000000005,43.910999999999994,45.383,42.5981,38.21465,34.114312500000004,36.16381,0.0,0,0,0,0,0,0,0,0,0,0.32657226,0,0,0,-0.031418312387791865,43.292500000000004,43.54821428571427,High
1209,2025-03-24,24.715,24.99,24.13,24.22,6.570411E7,1742846400000,22.847,23.479499999999998,22.201999999999998,21.388,22.207600000000003,24.929650000000002,32.32495,31.858400000000003,39.16308,0,0,0,0,0,0,0,0,0,0.04033934,0,0,0,-0.020028322880841633,23.36375,22.356071428571433,High
1082,2024-11-15,24.81,24.82,24.23,24.35,5.2023906E7,1731704400000,24.152,23.4625,23.321,22.2414,25.2095,31.9171,33.95105,32.74561,0.0,0,0,0,0,0,0,0,0,0,0.09938422,0,0,0,-0.018540910923014804,24.54,23.27857142857142,High
938,2024-07-19,34.565,34.58,32.85,32.98,6.8886542E7,1721419200000,33.998000000000005,32.412,31.843,31.422399999999996,35.4989,38.7393,34.8854125,34.294650000000004,0.0,0,0,0,0,0,0,0,0,0,0.15160301,0,0,0,-0.045855634312165515,34.24625,31.931785714285716,High
774,2024-02-09,42.55,43.52,42.395,43.31,5.1192958E7,1707512400000,42.99,45.221500000000006,46.18,45.5032,41.3191,37.19965,33.8734375,36.34121,0.0,0,0,0,0,0,0,0,0,0,-0.34265544,0,0,0,0.017861339600470157,42.892500000000005,45.880357142857136,High
