id,date,open,high,low,close,volume,vol_fiat,sma10,sma20,sma30,sma50,sma100,sma200,sma400,sma500,sma1000,ema10,ema20,ema30,ema50,ema100,ema200,ema400,ema500,ema1000,macd1,macd2,macd3,macd4,Daily_Return,7Day_MA,Volume_Category
1269,2025-05-27,20.44,20.67,20.18,20.55,6.9504564E7,1748376000000,21.2,20.7695,20.48166666666667,21.588,21.3323,23.21,31.195425,31.408939999999998,37.806824999999996,0,0,0,0,0,0,0,0,0,0.06357569,0,0,0,0.005381604696673162,21.1975,High
820,2024-04-08,38.64,38.86,37.91,37.98,5.6894344E7,1712606400000,41.697,42.382,42.855000000000004,43.042,44.1179,39.58995,34.4056375,35.97207,0.0,0,0,0,0,0,0,0,0,0,-0.55820086,0,0,0,-0.017080745341615,41.643750000000004,High
991,2024-08-28,19.98,20.105,19.51,19.61,4.9545054E7,1724875200000,20.593,21.2805,24.978333333333335,27.746799999999997,30.2504,37.1643,34.60125,33.542809999999996,0.0,0,0,0,0,0,0,0,0,0,0.3611487,0,0,0,-0.01851851851851857,20.54625,High
729,2023-12-05,41.91,42.29,41.61,41.92,3.1859318E7,1701810000000,43.723,42.036500000000004,39.98266666666667,38.2538,36.690599999999996,33.45755,33.645987500000004,36.84439,0.0,0,0,0,0,0,0,0,0,0,-0.2857953,0,0,0,2.3860653781925832E-4,43.74,High
811,2024-03-26,41.95,42.265,41.655,41.99,3.9109651E7,1711483200000,42.439,43.339,43.379,44.0542,43.786,39.2431,34.2838625,36.046870000000006,0.0,0,0,0,0,0,0,0,0,0,-0.15667906,0,0,0,9.535160905840082E-4,42.301249999999996,High
846,2024-05-07,31.09,31.45,30.61,30.68,4.2040018E7,1715112000000,31.675,33.6725,36.23066666666667,39.0888,42.3341,39.63285,34.4331375,35.35537,0.0,0,0,0,0,0,0,0,0,0,0.04695303,0,0,0,-0.013187520102926991,30.892500000000002,High
780,2024-02-20,44.26,45.17,43.42,44.52,6.1514136E7,1708462800000,43.479,44.227,45.31666666666667,45.4916,41.796400000000006,37.55515,33.9684875,36.26967,0.0,0,0,0,0,0,0,0,0,0,0.15888249,0,0,0,0.005874378671486786,43.65875,High
1107,2024-12-10,20.83,20.86,19.96,20.16,8.7553421E7,1733864400000,22.616,23.7125,23.345666666666666,23.1188,24.1429,30.35735,33.702425,32.63583,0.0,0,0,0,0,0,0,0,0,0,-0.55232693,0,0,0,-0.03216514642342766,22.09875,High
958,2024-08-02,21.94,21.98,20.42,21.48,3.00503098E8,1722628800000,30.27,32.134,31.698,31.3108,34.1559,38.46785,34.905725000000004,34.15511,0.0,0,0,0,0,0,0,0,0,0,-1.07403871,0,0,0,-0.02096627164995446,29.547500000000003,High
1240,2025-04-24,21.035,21.55,20.88,21.49,1.1708622E8,1745524800000,19.925,21.3065,21.724,21.6802,21.8275,24.0537,31.77155,31.59798,38.506935,0,0,0,0,0,0,0,0,0,-0.04007492,0,0,0,0.02163061564059892,19.94875,High
1275,2025-06-04,20.34,20.5,20.01,20.25,7.1166549E7,1749067200000,20.764,20.702,20.442999999999998,21.3152,21.2052,23.050900000000002,31.097375000000003,31.35792,37.67395,0,0,0,0,0,0,0,0,0,-0.03510595,0,0,0,-0.00442477876106194,20.57125,High
1164,2025-02-04,19.1,19.53,19.02,19.29,4.4784264E7,1738702800000,20.221,20.1035,20.096666666666668,21.4444,21.6191,26.734450000000002,32.8863,32.08632,0.0,0,0,0,0,0,0,0,0,0,-0.01467196,0,0,0,0.009947643979057471,19.8475,High
1162,2025-02-03,18.97,19.75,18.78,19.38,7.4881613E7,1738616400000,20.469,20.154,20.124333333333333,21.5596,21.641399999999997,26.8501,32.91185,32.10158,0.0,0,0,0,0,0,0,0,0,0,0.01647093,0,0,0,0.021613073273589887,20.1325,High
1228,2025-04-10,20.675,20.82,19.16,19.88,1.29064855E8,1744315200000,21.398000000000003,22.1225,22.785666666666668,21.6712,22.0479,24.438299999999998,32.024425,31.709979999999998,38.799345,0,0,0,0,0,0,0,0,0,-0.47542235,0,0,0,-0.03845223700120927,20.794999999999998,High
833,2024-04-22,34.415,34.57,34.075,34.41,3.6737913E7,1713816000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,-0.40337471,0,0,0,-1.4528548598002493E-4,35.6525,High
750,2024-01-09,48.01,48.56,47.795,48.05,3.0097005E7,1704834000000,48.094,46.4195,45.44166666666667,42.691,39.1077,35.48125,33.6890625,36.68103,0.0,0,0,0,0,0,0,0,0,0,-0.10883592,0,0,0,8.331597583836523E-4,48.2325,High
964,2024-08-07,19.92,20.25,18.95,18.99,9.6442343E7,1723060800000,26.361,30.0365,30.586333333333336,30.5842,33.4042,38.21405,34.8378,34.04289,0.0,0,0,0,0,0,0,0,0,0,-1.6735102,0,0,0,-0.046686746987951964,25.144999999999996,High
744,2023-12-29,50.3,50.5699,49.77,50.25,2.9288707E7,1703883600000,46.985,45.11,44.45666666666667,41.2034,38.3544,34.827600000000004,33.6279125,36.71365,0.0,0,0,0,0,0,0,0,0,0,0.31097162,0,0,0,-9.94035785288214E-4,47.512499999999996,High
709,2023-11-06,38.02,38.2,37.855,37.95,2.3877203E7,1699304400000,35.875,35.8785,35.732,36.018,35.0091,32.15545,33.9803625,37.15961,0.0,0,0,0,0,0,0,0,0,0,0.42661296,0,0,0,-0.0018411362440820694,36.41625,High
747,2024-01-04,45.715,47.16,45.24,46.87,4.7797812E7,1704402000000,47.565999999999995,45.527,45.068333333333335,41.8904,38.7263,35.1539,33.6537625,36.696349999999995,0.0,0,0,0,0,0,0,0,0,0,-0.05786783,0,0,0,0.02526523023077751,47.91375,High
1043,2024-10-07,22.4,22.65,22.0209,22.38,4.3492602E7,1728331200000,22.994999999999997,21.8185,21.223666666666666,22.1076,26.828699999999998,34.5087,34.1255,32.913669999999996,0.0,0,0,0,0,0,0,0,0,0,-0.0073934,0,0,0,-8.928571428571239E-4,22.95,High
725,2023-11-29,44.6,45.34,44.6,44.94,3.8902026E7,1701291600000,43.702999999999996,40.955,38.894999999999996,37.5558,36.3024,33.16745,33.6819625,36.90065,0.0,0,0,0,0,0,0,0,0,0,0.30333165,0,0,0,0.007623318385650141,44.133750000000006,High
886,2024-06-11,30.77,31.03,30.53,30.92,2.4197191E7,1718136000000,30.526,30.9005,30.773666666666667,33.2988,38.6247,39.2091,34.6296375,34.719910000000006,0.0,0,0,0,0,0,0,0,0,0,0.23112636,0,0,0,0.004874878128046868,30.6175,High
1027,2024-09-25,22.8,24.055,22.73,23.54,1.16433767E8,1727294400000,21.406,20.622,20.599,23.8182,27.445300000000003,35.30755,34.2375,33.04057,0.0,0,0,0,0,0,0,0,0,0,0.65778859,0,0,0,0.03245614035087712,21.88,High
999,2024-09-04,19.76,20.045,19.28,19.43,8.5462407E7,1725480000000,20.356,20.2965,23.179,26.9272,29.499899999999997,36.8089,34.537875,33.42449,0.0,0,0,0,0,0,0,0,0,0,0.65946545,0,0,0,-0.016700404858299687,20.256249999999998,High
736,2023-12-14,45.01,47.07,44.65,45.18,7.0620765E7,1702587600000,43.246,43.679,41.96566666666667,39.4178,37.3601,33.9863,33.583487500000004,36.76091,0.0,0,0,0,0,0,0,0,0,0,-0.22861458,0,0,0,0.0037769384581204557,43.29625,High
704,2023-10-30,35.465,36.05,34.92,35.69,3.6656425E7,1698696000000,34.731,35.4875,35.28433333333333,35.583400000000005,34.7475,31.8686,34.0822375,37.33547,0.0,0,0,0,0,0,0,0,0,0,-0.01093978,0,0,0,0.00634428309600999,34.277142857142856,High
1082,2024-11-15,24.81,24.82,24.23,24.35,5.2023906E7,1731704400000,24.152,23.4625,23.321,22.2414,25.2095,31.9171,33.95105,32.74561,0.0,0,0,0,0,0,0,0,0,0,0.09938422,0,0,0,-0.018540910923014804,24.54,High
1208,2025-03-21,23.6,24.7,23.49,24.26,9.1240023E7,1742587200000,22.699,23.256999999999998,22.089,21.312399999999997,22.191,24.98105,32.345675,31.869799999999998,39.192449999999994,0,0,0,0,0,0,0,0,0,0.08577728,0,0,0,0.027966101694915257,22.93,High
1153,2025-01-27,20.81,21.06,20.14,20.29,8.2095249E7,1738011600000,20.394,20.2165,20.350666666666665,21.869,21.663200000000003,27.42,33.035875000000004,32.18698,0.0,0,0,0,0,0,0,0,0,0,0.33107872,0,0,0,-0.024987986544930302,20.61375,High
1235,2025-04-21,18.93,18.985,18.25,18.84,7.2409946E7,1745265600000,19.906,21.919999999999998,22.133666666666667,21.671599999999998,21.8935,24.2214,31.881925000000003,31.638540000000003,38.630675000000004,0,0,0,0,0,0,0,0,0,-0.390622,0,0,0,-0.00475435816164817,19.65375,High
806,2024-03-21,42.99,43.6,42.32,42.42,5.0807592E7,1711051200000,43.21,43.455,43.494,44.371,43.531000000000006,39.03815,34.2503375,36.080589999999994,0.0,0,0,0,0,0,0,0,0,0,-0.14842979,0,0,0,-0.013258897418004192,42.905,High
1173,2025-02-14,24.36,25.19,22.86,23.6,2.25068142E8,1739566800000,20.095,20.2405,20.200666666666667,20.9952,21.618299999999998,26.17825,32.774924999999996,32.028259999999996,39.72781,0,0,0,0,0,0,0,0,0,0.30174934,0,0,0,-0.031198686371100084,20.148749999999996,High
868,2024-05-29,30.465,30.67,30.105,30.13,3.4398729E7,1717012800000,31.237000000000002,30.836000000000002,31.981333333333332,35.4704,40.1295,39.36495,34.5348125,34.94319,0.0,0,0,0,0,0,0,0,0,0,0.38619518,0,0,0,-0.010996225176432,31.256249999999998,High
1267,2025-05-23,20.16,20.27,19.94,20.05,6.8206064E7,1748030400000,21.176,20.684,20.55366666666667,21.691399999999998,21.3688,23.25955,31.229,31.42746,37.852055,0,0,0,0,0,0,0,0,0,0.09768697,0,0,0,-0.005456349206349178,21.306250000000002,High
785,2024-02-27,43.25,43.265,42.51,42.73,2.5126372E7,1709067600000,43.458999999999996,43.233999999999995,44.531,45.5432,42.2134,37.8767,34.0377625,36.21413,0.0,0,0,0,0,0,0,0,0,0,0.16155899,0,0,0,-0.012023121387283309,43.405,High
1229,2025-04-11,19.245,19.795,18.175,19.74,1.2842581E8,1744401600000,20.952,22.069,22.744666666666667,21.6686,22.0121,24.386550000000003,31.99035,31.69386,38.758425,0,0,0,0,0,0,0,0,0,-0.44380201,0,0,0,0.025720966484801114,20.42375,High
766,2024-01-30,43.67,43.82,42.89,42.92,4.7958762E7,1706648400000,46.711,47.0755,47.04533333333333,45.5042,40.9348,36.786100000000005,33.8196875,36.52443,0.0,0,0,0,0,0,0,0,0,0,-0.72500898,0,0,0,-0.01717426150675521,46.78875,High
860,2024-05-16,31.63,32.26,31.52,32.03,4.7289544E7,1715889600000,30.735000000000003,31.722,33.44233333333333,37.2874,41.3137,39.5144,34.4615875,35.131389999999996,0.0,0,0,0,0,0,0,0,0,0,0.54207878,0,0,0,0.012646221941195137,30.685000000000002,High
1079,2024-11-13,24.06,25.14,24.02,24.92,5.6916233E7,1731531600000,23.774,23.3325,23.220000000000002,22.0672,25.334,32.135799999999996,33.965,32.75035,0.0,0,0,0,0,0,0,0,0,0,0.17142259,0,0,0,0.03574397339983387,24.0175,High
